PC=000002f4, [fe842603], x12=0000001d, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002f8, [fec42683], x13=00000000, x08=00500000, x12=0000001d lw       a3, s0, -20
PC=000002fc, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000300, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000304, [00a60733], x14=0000001e, x12=0000001d, x10=00000001 add      a4, a2, a0
PC=00000308, [00070813], x16=0000001e, x14=0000001e, x00=00000000 addi     a6, a4, 0
PC=0000030c, [00c83833], x16=00000000, x16=0000001e, x12=0000001d sltu     a6, a6, a2
PC=00000310, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000314, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000318, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000031c, [fee42423], x08=00500000, x08=00500000, x14=0000001e sw       a4, -24(s0)
PC=00000320, [fef42623], x12=0000001d, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000324, [fd842783], x15=00000004, x08=00500000, x24=00000000 lw       a5, s0, -40
PC=00000328, [00178793], x15=00000005, x15=00000004, x01=00000108 addi     a5, a5, 1
PC=0000032c, [fcf42c23], x24=00000000, x08=00500000, x15=00000005 sw       a5, -40(s0)
PC=00000330, [fd842703], x14=00000005, x08=00500000, x24=00000000 lw       a4, s0, -40
PC=00000334, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000338, [fae7dee3], x29=00000000, x15=00000004, x14=00000005 bge      a5, a4, -68
PC=0000033c, [fc042c23], x24=00000000, x08=00500000, x00=00000000 sw       zero, -40(s0)
PC=00000340, [00000793], x15=00000000, x00=00000000, x00=00000000 addi     a5, zero, 0
PC=00000344, [00000813], x16=00000000, x00=00000000, x00=00000000 addi     a6, zero, 0
PC=00000348, [fcf42823], x16=00000000, x08=00500000, x15=00000000 sw       a5, -48(s0)
PC=0000034c, [fd042a23], x20=00000000, x08=00500000, x16=00000000 sw       a6, -44(s0)
PC=00000350, [0640006f], x00=00000000, x00=00000000, x04=00000000 jal      zero, 100
PC=000003b4, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003b8, [00079c63], x24=00000000, x15=00000000, x00=00000000 bne      a5, zero, 24
PC=000003bc, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003c0, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=000003c4, [fd042703], x14=00000000, x08=00500000, x16=00000000 lw       a4, s0, -48
PC=000003c8, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000003cc, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000000 bgeu     a5, a4, -120
PC=00000354, [fe842603], x12=0000001e, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000358, [fec42683], x13=00000000, x08=00500000, x12=0000001e lw       a3, s0, -20
PC=0000035c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000360, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000364, [00a60733], x14=0000001f, x12=0000001e, x10=00000001 add      a4, a2, a0
PC=00000368, [00070813], x16=0000001f, x14=0000001f, x00=00000000 addi     a6, a4, 0
PC=0000036c, [00c83833], x16=00000000, x16=0000001f, x12=0000001e sltu     a6, a6, a2
PC=00000370, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000374, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000378, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000037c, [fee42423], x08=00500000, x08=00500000, x14=0000001f sw       a4, -24(s0)
PC=00000380, [fef42623], x12=0000001e, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000384, [fd042603], x12=00000000, x08=00500000, x16=00000000 lw       a2, s0, -48
PC=00000388, [fd442683], x13=00000000, x08=00500000, x20=00000000 lw       a3, s0, -44
PC=0000038c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000390, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000394, [00a60733], x14=00000001, x12=00000000, x10=00000001 add      a4, a2, a0
PC=00000398, [00070813], x16=00000001, x14=00000001, x00=00000000 addi     a6, a4, 0
PC=0000039c, [00c83833], x16=00000000, x16=00000001, x12=00000000 sltu     a6, a6, a2
PC=000003a0, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000003a4, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000003a8, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000003ac, [fce42823], x16=00000000, x08=00500000, x14=00000001 sw       a4, -48(s0)
PC=000003b0, [fcf42a23], x20=00000000, x08=00500000, x15=00000000 sw       a5, -44(s0)
PC=000003b4, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003b8, [00079c63], x24=00000000, x15=00000000, x00=00000000 bne      a5, zero, 24
PC=000003bc, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003c0, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=000003c4, [fd042703], x14=00000001, x08=00500000, x16=00000000 lw       a4, s0, -48
PC=000003c8, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000003cc, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000001 bgeu     a5, a4, -120
PC=00000354, [fe842603], x12=0000001f, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000358, [fec42683], x13=00000000, x08=00500000, x12=0000001f lw       a3, s0, -20
PC=0000035c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000360, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000364, [00a60733], x14=00000020, x12=0000001f, x10=00000001 add      a4, a2, a0
PC=00000368, [00070813], x16=00000020, x14=00000020, x00=00000000 addi     a6, a4, 0
PC=0000036c, [00c83833], x16=00000000, x16=00000020, x12=0000001f sltu     a6, a6, a2
PC=00000370, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000374, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000378, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000037c, [fee42423], x08=00500000, x08=00500000, x14=00000020 sw       a4, -24(s0)
PC=00000380, [fef42623], x12=0000001f, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000384, [fd042603], x12=00000001, x08=00500000, x16=00000000 lw       a2, s0, -48
PC=00000388, [fd442683], x13=00000000, x08=00500000, x20=00000000 lw       a3, s0, -44
PC=0000038c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000390, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000394, [00a60733], x14=00000002, x12=00000001, x10=00000001 add      a4, a2, a0
PC=00000398, [00070813], x16=00000002, x14=00000002, x00=00000000 addi     a6, a4, 0
PC=0000039c, [00c83833], x16=00000000, x16=00000002, x12=00000001 sltu     a6, a6, a2
PC=000003a0, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000003a4, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000003a8, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000003ac, [fce42823], x16=00000000, x08=00500000, x14=00000002 sw       a4, -48(s0)
PC=000003b0, [fcf42a23], x20=00000000, x08=00500000, x15=00000000 sw       a5, -44(s0)
PC=000003b4, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003b8, [00079c63], x24=00000000, x15=00000000, x00=00000000 bne      a5, zero, 24
PC=000003bc, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003c0, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=000003c4, [fd042703], x14=00000002, x08=00500000, x16=00000000 lw       a4, s0, -48
PC=000003c8, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000003cc, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000002 bgeu     a5, a4, -120
PC=00000354, [fe842603], x12=00000020, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000358, [fec42683], x13=00000000, x08=00500000, x12=00000020 lw       a3, s0, -20
PC=0000035c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000360, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000364, [00a60733], x14=00000021, x12=00000020, x10=00000001 add      a4, a2, a0
PC=00000368, [00070813], x16=00000021, x14=00000021, x00=00000000 addi     a6, a4, 0
PC=0000036c, [00c83833], x16=00000000, x16=00000021, x12=00000020 sltu     a6, a6, a2
PC=00000370, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000374, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000378, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000037c, [fee42423], x08=00500000, x08=00500000, x14=00000021 sw       a4, -24(s0)
PC=00000380, [fef42623], x12=00000020, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000384, [fd042603], x12=00000002, x08=00500000, x16=00000000 lw       a2, s0, -48
PC=00000388, [fd442683], x13=00000000, x08=00500000, x20=00000000 lw       a3, s0, -44
PC=0000038c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000390, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000394, [00a60733], x14=00000003, x12=00000002, x10=00000001 add      a4, a2, a0
PC=00000398, [00070813], x16=00000003, x14=00000003, x00=00000000 addi     a6, a4, 0
PC=0000039c, [00c83833], x16=00000000, x16=00000003, x12=00000002 sltu     a6, a6, a2
PC=000003a0, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000003a4, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000003a8, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000003ac, [fce42823], x16=00000000, x08=00500000, x14=00000003 sw       a4, -48(s0)
PC=000003b0, [fcf42a23], x20=00000000, x08=00500000, x15=00000000 sw       a5, -44(s0)
PC=000003b4, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003b8, [00079c63], x24=00000000, x15=00000000, x00=00000000 bne      a5, zero, 24
PC=000003bc, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003c0, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=000003c4, [fd042703], x14=00000003, x08=00500000, x16=00000000 lw       a4, s0, -48
PC=000003c8, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000003cc, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000003 bgeu     a5, a4, -120
PC=00000354, [fe842603], x12=00000021, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000358, [fec42683], x13=00000000, x08=00500000, x12=00000021 lw       a3, s0, -20
PC=0000035c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000360, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000364, [00a60733], x14=00000022, x12=00000021, x10=00000001 add      a4, a2, a0
PC=00000368, [00070813], x16=00000022, x14=00000022, x00=00000000 addi     a6, a4, 0
PC=0000036c, [00c83833], x16=00000000, x16=00000022, x12=00000021 sltu     a6, a6, a2
PC=00000370, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000374, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000378, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000037c, [fee42423], x08=00500000, x08=00500000, x14=00000022 sw       a4, -24(s0)
PC=00000380, [fef42623], x12=00000021, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000384, [fd042603], x12=00000003, x08=00500000, x16=00000000 lw       a2, s0, -48
PC=00000388, [fd442683], x13=00000000, x08=00500000, x20=00000000 lw       a3, s0, -44
PC=0000038c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000390, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000394, [00a60733], x14=00000004, x12=00000003, x10=00000001 add      a4, a2, a0
PC=00000398, [00070813], x16=00000004, x14=00000004, x00=00000000 addi     a6, a4, 0
PC=0000039c, [00c83833], x16=00000000, x16=00000004, x12=00000003 sltu     a6, a6, a2
PC=000003a0, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000003a4, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000003a8, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000003ac, [fce42823], x16=00000000, x08=00500000, x14=00000004 sw       a4, -48(s0)
PC=000003b0, [fcf42a23], x20=00000000, x08=00500000, x15=00000000 sw       a5, -44(s0)
PC=000003b4, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003b8, [00079c63], x24=00000000, x15=00000000, x00=00000000 bne      a5, zero, 24
PC=000003bc, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003c0, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=000003c4, [fd042703], x14=00000004, x08=00500000, x16=00000000 lw       a4, s0, -48
PC=000003c8, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000003cc, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000004 bgeu     a5, a4, -120
PC=00000354, [fe842603], x12=00000022, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000358, [fec42683], x13=00000000, x08=00500000, x12=00000022 lw       a3, s0, -20
PC=0000035c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000360, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000364, [00a60733], x14=00000023, x12=00000022, x10=00000001 add      a4, a2, a0
PC=00000368, [00070813], x16=00000023, x14=00000023, x00=00000000 addi     a6, a4, 0
PC=0000036c, [00c83833], x16=00000000, x16=00000023, x12=00000022 sltu     a6, a6, a2
PC=00000370, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000374, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000378, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000037c, [fee42423], x08=00500000, x08=00500000, x14=00000023 sw       a4, -24(s0)
PC=00000380, [fef42623], x12=00000022, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000384, [fd042603], x12=00000004, x08=00500000, x16=00000000 lw       a2, s0, -48
PC=00000388, [fd442683], x13=00000000, x08=00500000, x20=00000000 lw       a3, s0, -44
PC=0000038c, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000390, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000394, [00a60733], x14=00000005, x12=00000004, x10=00000001 add      a4, a2, a0
PC=00000398, [00070813], x16=00000005, x14=00000005, x00=00000000 addi     a6, a4, 0
PC=0000039c, [00c83833], x16=00000000, x16=00000005, x12=00000004 sltu     a6, a6, a2
PC=000003a0, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000003a4, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000003a8, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000003ac, [fce42823], x16=00000000, x08=00500000, x14=00000005 sw       a4, -48(s0)
PC=000003b0, [fcf42a23], x20=00000000, x08=00500000, x15=00000000 sw       a5, -44(s0)
PC=000003b4, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003b8, [00079c63], x24=00000000, x15=00000000, x00=00000000 bne      a5, zero, 24
PC=000003bc, [fd442783], x15=00000000, x08=00500000, x20=00000000 lw       a5, s0, -44
PC=000003c0, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=000003c4, [fd042703], x14=00000005, x08=00500000, x16=00000000 lw       a4, s0, -48
PC=000003c8, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000003cc, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000005 bgeu     a5, a4, -120
PC=000003d0, [00000793], x15=00000000, x00=00000000, x00=00000000 addi     a5, zero, 0
PC=000003d4, [00000813], x16=00000000, x00=00000000, x00=00000000 addi     a6, zero, 0
PC=000003d8, [fcf42823], x16=00000000, x08=00500000, x15=00000000 sw       a5, -48(s0)
PC=000003dc, [fd042a23], x20=00000000, x08=00500000, x16=00000000 sw       a6, -44(s0)
PC=000003e0, [fcf42423], x08=00500000, x08=00500000, x15=00000000 sw       a5, -56(s0)
PC=000003e4, [fd042623], x12=00000004, x08=00500000, x16=00000000 sw       a6, -52(s0)
PC=000003e8, [0640006f], x00=00000000, x00=00000000, x04=00000000 jal      zero, 100
PC=0000044c, [fcc42783], x15=00000000, x08=00500000, x12=00000004 lw       a5, s0, -52
PC=00000450, [00f04c63], x24=00000000, x00=00000000, x15=00000000 blt      zero, a5, 24
PC=00000454, [fcc42783], x15=00000000, x08=00500000, x12=00000004 lw       a5, s0, -52
PC=00000458, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=0000045c, [fc842703], x14=00000000, x08=00500000, x08=00500000 lw       a4, s0, -56
PC=00000460, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000464, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000000 bgeu     a5, a4, -120
PC=000003ec, [fe842603], x12=00000023, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000003f0, [fec42683], x13=00000000, x08=00500000, x12=00000023 lw       a3, s0, -20
PC=000003f4, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000003f8, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000003fc, [00a60733], x14=00000024, x12=00000023, x10=00000001 add      a4, a2, a0
PC=00000400, [00070813], x16=00000024, x14=00000024, x00=00000000 addi     a6, a4, 0
PC=00000404, [00c83833], x16=00000000, x16=00000024, x12=00000023 sltu     a6, a6, a2
PC=00000408, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000040c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000410, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000414, [fee42423], x08=00500000, x08=00500000, x14=00000024 sw       a4, -24(s0)
PC=00000418, [fef42623], x12=00000023, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=0000041c, [fc842603], x12=00000000, x08=00500000, x08=00500000 lw       a2, s0, -56
PC=00000420, [fcc42683], x13=00000000, x08=00500000, x12=00000000 lw       a3, s0, -52
PC=00000424, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000428, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=0000042c, [00a60733], x14=00000001, x12=00000000, x10=00000001 add      a4, a2, a0
PC=00000430, [00070813], x16=00000001, x14=00000001, x00=00000000 addi     a6, a4, 0
PC=00000434, [00c83833], x16=00000000, x16=00000001, x12=00000000 sltu     a6, a6, a2
PC=00000438, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000043c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000440, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000444, [fce42423], x08=00500000, x08=00500000, x14=00000001 sw       a4, -56(s0)
PC=00000448, [fcf42623], x12=00000000, x08=00500000, x15=00000000 sw       a5, -52(s0)
PC=0000044c, [fcc42783], x15=00000000, x08=00500000, x12=00000000 lw       a5, s0, -52
PC=00000450, [00f04c63], x24=00000000, x00=00000000, x15=00000000 blt      zero, a5, 24
PC=00000454, [fcc42783], x15=00000000, x08=00500000, x12=00000000 lw       a5, s0, -52
PC=00000458, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=0000045c, [fc842703], x14=00000001, x08=00500000, x08=00500000 lw       a4, s0, -56
PC=00000460, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000464, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000001 bgeu     a5, a4, -120
PC=000003ec, [fe842603], x12=00000024, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000003f0, [fec42683], x13=00000000, x08=00500000, x12=00000024 lw       a3, s0, -20
PC=000003f4, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000003f8, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000003fc, [00a60733], x14=00000025, x12=00000024, x10=00000001 add      a4, a2, a0
PC=00000400, [00070813], x16=00000025, x14=00000025, x00=00000000 addi     a6, a4, 0
PC=00000404, [00c83833], x16=00000000, x16=00000025, x12=00000024 sltu     a6, a6, a2
PC=00000408, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000040c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000410, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000414, [fee42423], x08=00500000, x08=00500000, x14=00000025 sw       a4, -24(s0)
PC=00000418, [fef42623], x12=00000024, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=0000041c, [fc842603], x12=00000001, x08=00500000, x08=00500000 lw       a2, s0, -56
PC=00000420, [fcc42683], x13=00000000, x08=00500000, x12=00000001 lw       a3, s0, -52
PC=00000424, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000428, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=0000042c, [00a60733], x14=00000002, x12=00000001, x10=00000001 add      a4, a2, a0
PC=00000430, [00070813], x16=00000002, x14=00000002, x00=00000000 addi     a6, a4, 0
PC=00000434, [00c83833], x16=00000000, x16=00000002, x12=00000001 sltu     a6, a6, a2
PC=00000438, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000043c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000440, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000444, [fce42423], x08=00500000, x08=00500000, x14=00000002 sw       a4, -56(s0)
PC=00000448, [fcf42623], x12=00000001, x08=00500000, x15=00000000 sw       a5, -52(s0)
PC=0000044c, [fcc42783], x15=00000000, x08=00500000, x12=00000001 lw       a5, s0, -52
PC=00000450, [00f04c63], x24=00000000, x00=00000000, x15=00000000 blt      zero, a5, 24
PC=00000454, [fcc42783], x15=00000000, x08=00500000, x12=00000001 lw       a5, s0, -52
PC=00000458, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=0000045c, [fc842703], x14=00000002, x08=00500000, x08=00500000 lw       a4, s0, -56
PC=00000460, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000464, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000002 bgeu     a5, a4, -120
PC=000003ec, [fe842603], x12=00000025, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000003f0, [fec42683], x13=00000000, x08=00500000, x12=00000025 lw       a3, s0, -20
PC=000003f4, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000003f8, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000003fc, [00a60733], x14=00000026, x12=00000025, x10=00000001 add      a4, a2, a0
PC=00000400, [00070813], x16=00000026, x14=00000026, x00=00000000 addi     a6, a4, 0
PC=00000404, [00c83833], x16=00000000, x16=00000026, x12=00000025 sltu     a6, a6, a2
PC=00000408, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000040c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000410, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000414, [fee42423], x08=00500000, x08=00500000, x14=00000026 sw       a4, -24(s0)
PC=00000418, [fef42623], x12=00000025, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=0000041c, [fc842603], x12=00000002, x08=00500000, x08=00500000 lw       a2, s0, -56
PC=00000420, [fcc42683], x13=00000000, x08=00500000, x12=00000002 lw       a3, s0, -52
PC=00000424, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000428, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=0000042c, [00a60733], x14=00000003, x12=00000002, x10=00000001 add      a4, a2, a0
PC=00000430, [00070813], x16=00000003, x14=00000003, x00=00000000 addi     a6, a4, 0
PC=00000434, [00c83833], x16=00000000, x16=00000003, x12=00000002 sltu     a6, a6, a2
PC=00000438, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000043c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000440, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000444, [fce42423], x08=00500000, x08=00500000, x14=00000003 sw       a4, -56(s0)
PC=00000448, [fcf42623], x12=00000002, x08=00500000, x15=00000000 sw       a5, -52(s0)
PC=0000044c, [fcc42783], x15=00000000, x08=00500000, x12=00000002 lw       a5, s0, -52
PC=00000450, [00f04c63], x24=00000000, x00=00000000, x15=00000000 blt      zero, a5, 24
PC=00000454, [fcc42783], x15=00000000, x08=00500000, x12=00000002 lw       a5, s0, -52
PC=00000458, [f8079ae3], x21=00000000, x15=00000000, x00=00000000 bne      a5, zero, -108
PC=0000045c, [fc842703], x14=00000003, x08=00500000, x08=00500000 lw       a4, s0, -56
PC=00000460, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000464, [f8e7f4e3], x09=00000000, x15=00000004, x14=00000003 bgeu     a5, a4, -120
PC=000003ec, [fe842603], x12=00000026, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000003f0, [fec42683], x13=00000000, x08=00500000, x12=00000026 lw       a3, s0, -20
PC=000003f4, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000003f8, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000003fc, [00a60733], x14=00000027, x12=00000026, x10=00000001 add      a4, a2, a0
PC=00000400, [00070813], x16=00000027, x14=00000027, x00=00000000 addi     a6, a4, 0
