PC=00000210, [fee42423], x08=00500000, x08=00500000, x14=0000000f sw       a4, -24(s0)
PC=00000214, [fef42623], x12=0000000e, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000218, [fe445783], x15=00000004, x08=00500000, x04=00000000 lhu      a5, s0, -28
PC=0000021c, [00178793], x15=00000005, x15=00000004, x01=00000108 addi     a5, a5, 1
PC=00000220, [fef41223], x04=00000000, x08=00500000, x15=00000005 sh       a5, -28(s0)
PC=00000224, [fe445703], x14=00000005, x08=00500000, x04=00000000 lhu      a4, s0, -28
PC=00000228, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=0000022c, [fae7fee3], x29=00000000, x15=00000004, x14=00000005 bgeu     a5, a4, -68
PC=00000230, [fe041223], x04=00000000, x08=00500000, x00=00000000 sh       zero, -28(s0)
PC=00000234, [fe041123], x02=004fffc0, x08=00500000, x00=00000000 sh       zero, -30(s0)
PC=00000238, [0500006f], x00=00000000, x00=00000000, x16=00000000 jal      zero, 80
PC=00000288, [fe241703], x14=00000000, x08=00500000, x02=004fffc0 lh       a4, s0, -30
PC=0000028c, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000290, [fae7d6e3], x13=00000000, x15=00000004, x14=00000000 bge      a5, a4, -84
PC=0000023c, [fe842603], x12=0000000f, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000240, [fec42683], x13=00000000, x08=00500000, x12=0000000f lw       a3, s0, -20
PC=00000244, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000248, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=0000024c, [00a60733], x14=00000010, x12=0000000f, x10=00000001 add      a4, a2, a0
PC=00000250, [00070813], x16=00000010, x14=00000010, x00=00000000 addi     a6, a4, 0
PC=00000254, [00c83833], x16=00000000, x16=00000010, x12=0000000f sltu     a6, a6, a2
PC=00000258, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000025c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000260, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000264, [fee42423], x08=00500000, x08=00500000, x14=00000010 sw       a4, -24(s0)
PC=00000268, [fef42623], x12=0000000f, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=0000026c, [fe241783], x15=00000000, x08=00500000, x02=004fffc0 lh       a5, s0, -30
PC=00000270, [01079793], x15=00000000, x15=00000000, x16=00000000 slli     a5, a5, 16
PC=00000274, [0107d793], x15=00000000, x15=00000000, x16=00000000 srli     a5, a5, 16
PC=00000278, [00178793], x15=00000001, x15=00000000, x01=00000108 addi     a5, a5, 1
PC=0000027c, [01079793], x15=00010000, x15=00000001, x16=00000000 slli     a5, a5, 16
PC=00000280, [0107d793], x15=00000001, x15=00010000, x16=00000000 srli     a5, a5, 16
PC=00000284, [fef41123], x02=004fffc0, x08=00500000, x15=00000001 sh       a5, -30(s0)
PC=00000288, [fe241703], x14=00000001, x08=00500000, x02=004fffc0 lh       a4, s0, -30
PC=0000028c, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000290, [fae7d6e3], x13=00000000, x15=00000004, x14=00000001 bge      a5, a4, -84
PC=0000023c, [fe842603], x12=00000010, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000240, [fec42683], x13=00000000, x08=00500000, x12=00000010 lw       a3, s0, -20
PC=00000244, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000248, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=0000024c, [00a60733], x14=00000011, x12=00000010, x10=00000001 add      a4, a2, a0
PC=00000250, [00070813], x16=00000011, x14=00000011, x00=00000000 addi     a6, a4, 0
PC=00000254, [00c83833], x16=00000000, x16=00000011, x12=00000010 sltu     a6, a6, a2
PC=00000258, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000025c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000260, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000264, [fee42423], x08=00500000, x08=00500000, x14=00000011 sw       a4, -24(s0)
PC=00000268, [fef42623], x12=00000010, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=0000026c, [fe241783], x15=00000001, x08=00500000, x02=004fffc0 lh       a5, s0, -30
PC=00000270, [01079793], x15=00010000, x15=00000001, x16=00000000 slli     a5, a5, 16
PC=00000274, [0107d793], x15=00000001, x15=00010000, x16=00000000 srli     a5, a5, 16
PC=00000278, [00178793], x15=00000002, x15=00000001, x01=00000108 addi     a5, a5, 1
PC=0000027c, [01079793], x15=00020000, x15=00000002, x16=00000000 slli     a5, a5, 16
PC=00000280, [0107d793], x15=00000002, x15=00020000, x16=00000000 srli     a5, a5, 16
PC=00000284, [fef41123], x02=004fffc0, x08=00500000, x15=00000002 sh       a5, -30(s0)
PC=00000288, [fe241703], x14=00000002, x08=00500000, x02=004fffc0 lh       a4, s0, -30
PC=0000028c, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000290, [fae7d6e3], x13=00000000, x15=00000004, x14=00000002 bge      a5, a4, -84
PC=0000023c, [fe842603], x12=00000011, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000240, [fec42683], x13=00000000, x08=00500000, x12=00000011 lw       a3, s0, -20
PC=00000244, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000248, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=0000024c, [00a60733], x14=00000012, x12=00000011, x10=00000001 add      a4, a2, a0
PC=00000250, [00070813], x16=00000012, x14=00000012, x00=00000000 addi     a6, a4, 0
PC=00000254, [00c83833], x16=00000000, x16=00000012, x12=00000011 sltu     a6, a6, a2
PC=00000258, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000025c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000260, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000264, [fee42423], x08=00500000, x08=00500000, x14=00000012 sw       a4, -24(s0)
PC=00000268, [fef42623], x12=00000011, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=0000026c, [fe241783], x15=00000002, x08=00500000, x02=004fffc0 lh       a5, s0, -30
PC=00000270, [01079793], x15=00020000, x15=00000002, x16=00000000 slli     a5, a5, 16
PC=00000274, [0107d793], x15=00000002, x15=00020000, x16=00000000 srli     a5, a5, 16
PC=00000278, [00178793], x15=00000003, x15=00000002, x01=00000108 addi     a5, a5, 1
PC=0000027c, [01079793], x15=00030000, x15=00000003, x16=00000000 slli     a5, a5, 16
PC=00000280, [0107d793], x15=00000003, x15=00030000, x16=00000000 srli     a5, a5, 16
PC=00000284, [fef41123], x02=004fffc0, x08=00500000, x15=00000003 sh       a5, -30(s0)
PC=00000288, [fe241703], x14=00000003, x08=00500000, x02=004fffc0 lh       a4, s0, -30
PC=0000028c, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000290, [fae7d6e3], x13=00000000, x15=00000004, x14=00000003 bge      a5, a4, -84
PC=0000023c, [fe842603], x12=00000012, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000240, [fec42683], x13=00000000, x08=00500000, x12=00000012 lw       a3, s0, -20
PC=00000244, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000248, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=0000024c, [00a60733], x14=00000013, x12=00000012, x10=00000001 add      a4, a2, a0
PC=00000250, [00070813], x16=00000013, x14=00000013, x00=00000000 addi     a6, a4, 0
PC=00000254, [00c83833], x16=00000000, x16=00000013, x12=00000012 sltu     a6, a6, a2
PC=00000258, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000025c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000260, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000264, [fee42423], x08=00500000, x08=00500000, x14=00000013 sw       a4, -24(s0)
PC=00000268, [fef42623], x12=00000012, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=0000026c, [fe241783], x15=00000003, x08=00500000, x02=004fffc0 lh       a5, s0, -30
PC=00000270, [01079793], x15=00030000, x15=00000003, x16=00000000 slli     a5, a5, 16
PC=00000274, [0107d793], x15=00000003, x15=00030000, x16=00000000 srli     a5, a5, 16
PC=00000278, [00178793], x15=00000004, x15=00000003, x01=00000108 addi     a5, a5, 1
PC=0000027c, [01079793], x15=00040000, x15=00000004, x16=00000000 slli     a5, a5, 16
PC=00000280, [0107d793], x15=00000004, x15=00040000, x16=00000000 srli     a5, a5, 16
PC=00000284, [fef41123], x02=004fffc0, x08=00500000, x15=00000004 sh       a5, -30(s0)
PC=00000288, [fe241703], x14=00000004, x08=00500000, x02=004fffc0 lh       a4, s0, -30
PC=0000028c, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000290, [fae7d6e3], x13=00000000, x15=00000004, x14=00000004 bge      a5, a4, -84
PC=0000023c, [fe842603], x12=00000013, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=00000240, [fec42683], x13=00000000, x08=00500000, x12=00000013 lw       a3, s0, -20
PC=00000244, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000248, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=0000024c, [00a60733], x14=00000014, x12=00000013, x10=00000001 add      a4, a2, a0
PC=00000250, [00070813], x16=00000014, x14=00000014, x00=00000000 addi     a6, a4, 0
PC=00000254, [00c83833], x16=00000000, x16=00000014, x12=00000013 sltu     a6, a6, a2
PC=00000258, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=0000025c, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000260, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=00000264, [fee42423], x08=00500000, x08=00500000, x14=00000014 sw       a4, -24(s0)
PC=00000268, [fef42623], x12=00000013, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=0000026c, [fe241783], x15=00000004, x08=00500000, x02=004fffc0 lh       a5, s0, -30
PC=00000270, [01079793], x15=00040000, x15=00000004, x16=00000000 slli     a5, a5, 16
PC=00000274, [0107d793], x15=00000004, x15=00040000, x16=00000000 srli     a5, a5, 16
PC=00000278, [00178793], x15=00000005, x15=00000004, x01=00000108 addi     a5, a5, 1
PC=0000027c, [01079793], x15=00050000, x15=00000005, x16=00000000 slli     a5, a5, 16
PC=00000280, [0107d793], x15=00000005, x15=00050000, x16=00000000 srli     a5, a5, 16
PC=00000284, [fef41123], x02=004fffc0, x08=00500000, x15=00000005 sh       a5, -30(s0)
PC=00000288, [fe241703], x14=00000005, x08=00500000, x02=004fffc0 lh       a4, s0, -30
PC=0000028c, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000290, [fae7d6e3], x13=00000000, x15=00000004, x14=00000005 bge      a5, a4, -84
PC=00000294, [fe041123], x02=004fffc0, x08=00500000, x00=00000000 sh       zero, -30(s0)
PC=00000298, [fc042e23], x28=00000000, x08=00500000, x00=00000000 sw       zero, -36(s0)
PC=0000029c, [0400006f], x00=00000000, x00=00000000, x00=00000000 jal      zero, 64
PC=000002dc, [fdc42703], x14=00000000, x08=00500000, x28=00000000 lw       a4, s0, -36
PC=000002e0, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000002e4, [fae7fee3], x29=00000000, x15=00000004, x14=00000000 bgeu     a5, a4, -68
PC=000002a0, [fe842603], x12=00000014, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002a4, [fec42683], x13=00000000, x08=00500000, x12=00000014 lw       a3, s0, -20
PC=000002a8, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000002ac, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000002b0, [00a60733], x14=00000015, x12=00000014, x10=00000001 add      a4, a2, a0
PC=000002b4, [00070813], x16=00000015, x14=00000015, x00=00000000 addi     a6, a4, 0
PC=000002b8, [00c83833], x16=00000000, x16=00000015, x12=00000014 sltu     a6, a6, a2
PC=000002bc, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000002c0, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000002c4, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000002c8, [fee42423], x08=00500000, x08=00500000, x14=00000015 sw       a4, -24(s0)
PC=000002cc, [fef42623], x12=00000014, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=000002d0, [fdc42783], x15=00000000, x08=00500000, x28=00000000 lw       a5, s0, -36
PC=000002d4, [00178793], x15=00000001, x15=00000000, x01=00000108 addi     a5, a5, 1
PC=000002d8, [fcf42e23], x28=00000000, x08=00500000, x15=00000001 sw       a5, -36(s0)
PC=000002dc, [fdc42703], x14=00000001, x08=00500000, x28=00000000 lw       a4, s0, -36
PC=000002e0, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000002e4, [fae7fee3], x29=00000000, x15=00000004, x14=00000001 bgeu     a5, a4, -68
PC=000002a0, [fe842603], x12=00000015, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002a4, [fec42683], x13=00000000, x08=00500000, x12=00000015 lw       a3, s0, -20
PC=000002a8, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000002ac, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000002b0, [00a60733], x14=00000016, x12=00000015, x10=00000001 add      a4, a2, a0
PC=000002b4, [00070813], x16=00000016, x14=00000016, x00=00000000 addi     a6, a4, 0
PC=000002b8, [00c83833], x16=00000000, x16=00000016, x12=00000015 sltu     a6, a6, a2
PC=000002bc, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000002c0, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000002c4, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000002c8, [fee42423], x08=00500000, x08=00500000, x14=00000016 sw       a4, -24(s0)
PC=000002cc, [fef42623], x12=00000015, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=000002d0, [fdc42783], x15=00000001, x08=00500000, x28=00000000 lw       a5, s0, -36
PC=000002d4, [00178793], x15=00000002, x15=00000001, x01=00000108 addi     a5, a5, 1
PC=000002d8, [fcf42e23], x28=00000000, x08=00500000, x15=00000002 sw       a5, -36(s0)
PC=000002dc, [fdc42703], x14=00000002, x08=00500000, x28=00000000 lw       a4, s0, -36
PC=000002e0, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000002e4, [fae7fee3], x29=00000000, x15=00000004, x14=00000002 bgeu     a5, a4, -68
PC=000002a0, [fe842603], x12=00000016, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002a4, [fec42683], x13=00000000, x08=00500000, x12=00000016 lw       a3, s0, -20
PC=000002a8, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000002ac, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000002b0, [00a60733], x14=00000017, x12=00000016, x10=00000001 add      a4, a2, a0
PC=000002b4, [00070813], x16=00000017, x14=00000017, x00=00000000 addi     a6, a4, 0
PC=000002b8, [00c83833], x16=00000000, x16=00000017, x12=00000016 sltu     a6, a6, a2
PC=000002bc, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000002c0, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000002c4, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000002c8, [fee42423], x08=00500000, x08=00500000, x14=00000017 sw       a4, -24(s0)
PC=000002cc, [fef42623], x12=00000016, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=000002d0, [fdc42783], x15=00000002, x08=00500000, x28=00000000 lw       a5, s0, -36
PC=000002d4, [00178793], x15=00000003, x15=00000002, x01=00000108 addi     a5, a5, 1
PC=000002d8, [fcf42e23], x28=00000000, x08=00500000, x15=00000003 sw       a5, -36(s0)
PC=000002dc, [fdc42703], x14=00000003, x08=00500000, x28=00000000 lw       a4, s0, -36
PC=000002e0, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000002e4, [fae7fee3], x29=00000000, x15=00000004, x14=00000003 bgeu     a5, a4, -68
PC=000002a0, [fe842603], x12=00000017, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002a4, [fec42683], x13=00000000, x08=00500000, x12=00000017 lw       a3, s0, -20
PC=000002a8, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000002ac, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000002b0, [00a60733], x14=00000018, x12=00000017, x10=00000001 add      a4, a2, a0
PC=000002b4, [00070813], x16=00000018, x14=00000018, x00=00000000 addi     a6, a4, 0
PC=000002b8, [00c83833], x16=00000000, x16=00000018, x12=00000017 sltu     a6, a6, a2
PC=000002bc, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000002c0, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000002c4, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000002c8, [fee42423], x08=00500000, x08=00500000, x14=00000018 sw       a4, -24(s0)
PC=000002cc, [fef42623], x12=00000017, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=000002d0, [fdc42783], x15=00000003, x08=00500000, x28=00000000 lw       a5, s0, -36
PC=000002d4, [00178793], x15=00000004, x15=00000003, x01=00000108 addi     a5, a5, 1
PC=000002d8, [fcf42e23], x28=00000000, x08=00500000, x15=00000004 sw       a5, -36(s0)
PC=000002dc, [fdc42703], x14=00000004, x08=00500000, x28=00000000 lw       a4, s0, -36
PC=000002e0, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000002e4, [fae7fee3], x29=00000000, x15=00000004, x14=00000004 bgeu     a5, a4, -68
PC=000002a0, [fe842603], x12=00000018, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002a4, [fec42683], x13=00000000, x08=00500000, x12=00000018 lw       a3, s0, -20
PC=000002a8, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=000002ac, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=000002b0, [00a60733], x14=00000019, x12=00000018, x10=00000001 add      a4, a2, a0
PC=000002b4, [00070813], x16=00000019, x14=00000019, x00=00000000 addi     a6, a4, 0
PC=000002b8, [00c83833], x16=00000000, x16=00000019, x12=00000018 sltu     a6, a6, a2
PC=000002bc, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=000002c0, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=000002c4, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=000002c8, [fee42423], x08=00500000, x08=00500000, x14=00000019 sw       a4, -24(s0)
PC=000002cc, [fef42623], x12=00000018, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=000002d0, [fdc42783], x15=00000004, x08=00500000, x28=00000000 lw       a5, s0, -36
PC=000002d4, [00178793], x15=00000005, x15=00000004, x01=00000108 addi     a5, a5, 1
PC=000002d8, [fcf42e23], x28=00000000, x08=00500000, x15=00000005 sw       a5, -36(s0)
PC=000002dc, [fdc42703], x14=00000005, x08=00500000, x28=00000000 lw       a4, s0, -36
PC=000002e0, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=000002e4, [fae7fee3], x29=00000000, x15=00000004, x14=00000005 bgeu     a5, a4, -68
PC=000002e8, [fc042e23], x28=00000000, x08=00500000, x00=00000000 sw       zero, -36(s0)
PC=000002ec, [fc042c23], x24=00000000, x08=00500000, x00=00000000 sw       zero, -40(s0)
PC=000002f0, [0400006f], x00=00000000, x00=00000000, x00=00000000 jal      zero, 64
PC=00000330, [fd842703], x14=00000000, x08=00500000, x24=00000000 lw       a4, s0, -40
PC=00000334, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000338, [fae7dee3], x29=00000000, x15=00000004, x14=00000000 bge      a5, a4, -68
PC=000002f4, [fe842603], x12=00000019, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002f8, [fec42683], x13=00000000, x08=00500000, x12=00000019 lw       a3, s0, -20
PC=000002fc, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000300, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000304, [00a60733], x14=0000001a, x12=00000019, x10=00000001 add      a4, a2, a0
PC=00000308, [00070813], x16=0000001a, x14=0000001a, x00=00000000 addi     a6, a4, 0
PC=0000030c, [00c83833], x16=00000000, x16=0000001a, x12=00000019 sltu     a6, a6, a2
PC=00000310, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000314, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000318, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000031c, [fee42423], x08=00500000, x08=00500000, x14=0000001a sw       a4, -24(s0)
PC=00000320, [fef42623], x12=00000019, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000324, [fd842783], x15=00000000, x08=00500000, x24=00000000 lw       a5, s0, -40
PC=00000328, [00178793], x15=00000001, x15=00000000, x01=00000108 addi     a5, a5, 1
PC=0000032c, [fcf42c23], x24=00000000, x08=00500000, x15=00000001 sw       a5, -40(s0)
PC=00000330, [fd842703], x14=00000001, x08=00500000, x24=00000000 lw       a4, s0, -40
PC=00000334, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000338, [fae7dee3], x29=00000000, x15=00000004, x14=00000001 bge      a5, a4, -68
PC=000002f4, [fe842603], x12=0000001a, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002f8, [fec42683], x13=00000000, x08=00500000, x12=0000001a lw       a3, s0, -20
PC=000002fc, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000300, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000304, [00a60733], x14=0000001b, x12=0000001a, x10=00000001 add      a4, a2, a0
PC=00000308, [00070813], x16=0000001b, x14=0000001b, x00=00000000 addi     a6, a4, 0
PC=0000030c, [00c83833], x16=00000000, x16=0000001b, x12=0000001a sltu     a6, a6, a2
PC=00000310, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000314, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000318, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000031c, [fee42423], x08=00500000, x08=00500000, x14=0000001b sw       a4, -24(s0)
PC=00000320, [fef42623], x12=0000001a, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000324, [fd842783], x15=00000001, x08=00500000, x24=00000000 lw       a5, s0, -40
PC=00000328, [00178793], x15=00000002, x15=00000001, x01=00000108 addi     a5, a5, 1
PC=0000032c, [fcf42c23], x24=00000000, x08=00500000, x15=00000002 sw       a5, -40(s0)
PC=00000330, [fd842703], x14=00000002, x08=00500000, x24=00000000 lw       a4, s0, -40
PC=00000334, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000338, [fae7dee3], x29=00000000, x15=00000004, x14=00000002 bge      a5, a4, -68
PC=000002f4, [fe842603], x12=0000001b, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002f8, [fec42683], x13=00000000, x08=00500000, x12=0000001b lw       a3, s0, -20
PC=000002fc, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000300, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000304, [00a60733], x14=0000001c, x12=0000001b, x10=00000001 add      a4, a2, a0
PC=00000308, [00070813], x16=0000001c, x14=0000001c, x00=00000000 addi     a6, a4, 0
PC=0000030c, [00c83833], x16=00000000, x16=0000001c, x12=0000001b sltu     a6, a6, a2
PC=00000310, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000314, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000318, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000031c, [fee42423], x08=00500000, x08=00500000, x14=0000001c sw       a4, -24(s0)
PC=00000320, [fef42623], x12=0000001b, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000324, [fd842783], x15=00000002, x08=00500000, x24=00000000 lw       a5, s0, -40
PC=00000328, [00178793], x15=00000003, x15=00000002, x01=00000108 addi     a5, a5, 1
PC=0000032c, [fcf42c23], x24=00000000, x08=00500000, x15=00000003 sw       a5, -40(s0)
PC=00000330, [fd842703], x14=00000003, x08=00500000, x24=00000000 lw       a4, s0, -40
PC=00000334, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000338, [fae7dee3], x29=00000000, x15=00000004, x14=00000003 bge      a5, a4, -68
PC=000002f4, [fe842603], x12=0000001c, x08=00500000, x08=00500000 lw       a2, s0, -24
PC=000002f8, [fec42683], x13=00000000, x08=00500000, x12=0000001c lw       a3, s0, -20
PC=000002fc, [00100513], x10=00000001, x00=00000000, x01=00000108 addi     a0, zero, 1
PC=00000300, [00000593], x11=00000000, x00=00000000, x00=00000000 addi     a1, zero, 0
PC=00000304, [00a60733], x14=0000001d, x12=0000001c, x10=00000001 add      a4, a2, a0
PC=00000308, [00070813], x16=0000001d, x14=0000001d, x00=00000000 addi     a6, a4, 0
PC=0000030c, [00c83833], x16=00000000, x16=0000001d, x12=0000001c sltu     a6, a6, a2
PC=00000310, [00b687b3], x15=00000000, x13=00000000, x11=00000000 add      a5, a3, a1
PC=00000314, [00f806b3], x13=00000000, x16=00000000, x15=00000000 add      a3, a6, a5
PC=00000318, [00068793], x15=00000000, x13=00000000, x00=00000000 addi     a5, a3, 0
PC=0000031c, [fee42423], x08=00500000, x08=00500000, x14=0000001d sw       a4, -24(s0)
PC=00000320, [fef42623], x12=0000001c, x08=00500000, x15=00000000 sw       a5, -20(s0)
PC=00000324, [fd842783], x15=00000003, x08=00500000, x24=00000000 lw       a5, s0, -40
PC=00000328, [00178793], x15=00000004, x15=00000003, x01=00000108 addi     a5, a5, 1
PC=0000032c, [fcf42c23], x24=00000000, x08=00500000, x15=00000004 sw       a5, -40(s0)
PC=00000330, [fd842703], x14=00000004, x08=00500000, x24=00000000 lw       a4, s0, -40
PC=00000334, [00400793], x15=00000004, x00=00000000, x04=00000000 addi     a5, zero, 4
PC=00000338, [fae7dee3], x29=00000000, x15=00000004, x14=00000004 bge      a5, a4, -68
